0.312243	0.58034	0	0	0	0.312243	0.58034	0.6	0.6	5.19994	0	0.00691132	5.19994	0	0	0	laser
0.734613	0.628749	7.22131	-7.4438e-18	9.11162e-18	0.862916	0.534212	0.859997	0.600045	5.19975	0.000345566	0.0138215	5.19975	0.00179686	0	74.2445	radar
1.16052	0.494895	7.22447	-0.127058	-0.0118389	1.17385	0.481073	1.11998	0.600225	5.19943	0.00103664	0.0207296	5.19943	0.00538996	0.220189	0	laser
1.25769	0.533205	7.20901	0.121776	0.0303843	0.969149	0.397513	1.37996	0.600629	5.19899	0.00207312	0.0276344	5.19898	0.0107781	0	1.82606	radar
1.61613	0.595299	7.22304	0.160952	0.0461763	1.65063	0.62469	1.6399	0.601347	5.19842	0.00345484	0.0345348	5.19839	0.0179597	0.1659	0	laser
1.85123	0.562651	5.98079	0.028347	-0.220627	1.62331	0.499091	1.89982	0.60247	5.19773	0.00518158	0.0414297	5.19766	0.0269323	0	7.34304	radar
2.16196	0.59244	5.98106	0.0428904	-0.166673	2.18882	0.648739	2.1597	0.604086	5.19691	0.00725307	0.0483182	5.19678	0.0376932	0.248818	0	laser
2.3775	0.639363	5.54662	0.0644499	-0.281096	1.96701	0.557117	2.41954	0.606284	5.19597	0.00966898	0.0551989	5.19573	0.0502389	0	5.69148	radar
2.65274	0.657729	5.54585	0.0541712	-0.266975	2.65526	0.66598	2.67932	0.609155	5.19491	0.0124289	0.062071	5.1945	0.0645654	0.00452747	0	laser
2.91922	0.652001	5.47955	0.00969904	-0.40467	2.92034	0.645898	2.93904	0.612786	5.19372	0.0155325	0.0689333	5.19309	0.080668	0	0.256861	radar
3.15325	0.649294	5.43354	-0.00304142	-0.378753	3.01222	0.637046	3.19869	0.617267	5.19241	0.0189791	0.0757847	5.19147	0.0985415	1.1243	0	laser
3.43985	0.545069	5.47833	-0.153696	-0.805463	3.56096	0.485311	3.45825	0.622685	5.19097	0.0227684	0.0826241	5.18963	0.11818	0	1.39201	radar
3.74349	0.431928	5.5598	-0.277246	-1.0488	3.89365	0.311793	3.71772	0.62913	5.18942	0.0268996	0.0894504	5.18754	0.139576	2.23757	0	laser
4.02318	0.516937	5.53258	-0.137956	-0.521449	4.19786	0.698311	3.97708	0.636689	5.18775	0.0313721	0.0962627	5.18519	0.162724	0	4.02636	radar
4.2966	0.509895	5.50949	-0.130458	-0.439627	4.30935	0.578564	4.23632	0.645449	5.18595	0.0361852	0.10306	5.18256	0.187614	0.323935	0	laser
4.55472	0.551277	5.38285	-0.0831898	-0.285674	4.61908	0.68951	4.49542	0.655498	5.18405	0.0413382	0.10984	5.17962	0.214238	0	1.75011	radar
4.73729	0.663741	5.17514	0.0233102	-0.0312339	4.35143	0.899174	4.75437	0.666921	5.18202	0.0468302	0.116604	5.17634	0.242587	11.9567	0	laser
4.98838	0.662786	5.08229	0.0153117	-0.0431	5.20901	0.66599	5.01315	0.679804	5.17988	0.0526604	0.123349	5.1727	0.272649	0	1.22275	radar
5.28761	0.655798	5.15668	0.0029302	-0.0625204	5.51894	0.648233	5.27175	0.694234	5.17763	0.0588279	0.130074	5.16867	0.304413	2.85898	0	laser
5.5478	0.661291	5.25006	0.00539694	-0.0522663	5.22834	0.639362	5.53013	0.710295	5.17526	0.0653316	0.136779	5.16422	0.337868	0	1.91745	radar
5.84326	0.674936	5.30071	0.0103219	-0.0402082	6.022	0.708619	5.78828	0.728072	5.17278	0.0721706	0.143463	5.15932	0.372999	1.75823	0	laser
6.08408	0.602332	5.17331	-0.0426103	-0.121046	5.89392	0.373584	6.04618	0.747647	5.1702	0.0793437	0.150124	5.15393	0.409793	0	3.40729	radar
6.33696	0.71401	5.14903	0.0306387	-0.00154935	6.34249	0.948833	6.30379	0.769103	5.16751	0.0868499	0.156761	5.14803	0.448233	3.74024	0	laser
6.58685	0.745201	5.10399	0.0448768	0.0190528	6.62134	0.836138	6.5611	0.792523	5.16471	0.0946879	0.163373	5.14157	0.488305	0	0.359127	radar
6.83241	0.743155	5.09079	0.0381103	0.00848093	6.78214	0.714036	6.81808	0.817988	5.1618	0.102857	0.169959	5.13452	0.52999	0.187143	0	laser
7.0734	0.727219	4.95528	0.0235075	-0.0120131	7.29121	0.630741	7.07469	0.845578	5.1588	0.111355	0.176519	5.12685	0.573269	0	2.12473	radar
7.2884	0.809205	4.9019	0.0660927	0.0439891	7.13735	0.957217	7.3309	0.875373	5.15569	0.120181	0.183051	5.11851	0.618123	2.70582	0	laser
7.58631	0.819814	5.13632	0.0638631	0.0382981	8.08349	0.819605	7.58668	0.907449	5.15249	0.129333	0.189554	5.10946	0.664531	0	5.21344	radar
7.83799	0.799187	5.1285	0.0465103	0.0148955	7.80533	0.719126	7.84199	0.941886	5.14919	0.138811	0.196027	5.09966	0.712469	0.470688	0	laser
8.08605	0.816453	5.01526	0.0497248	0.0173395	8.40453	0.884557	8.0968	0.978759	5.14579	0.148612	0.202468	5.08907	0.761915	0	2.18379	radar
8.32203	0.833809	4.99275	0.0534361	0.020779	8.24796	0.840322	8.35106	1.01814	5.14231	0.158735	0.208879	5.07766	0.812843	0.293475	0	laser
8.59552	0.918493	5.19628	0.0888325	0.0607116	8.45858	1.41118	8.60472	1.06011	5.13873	0.169179	0.215255	5.06537	0.865226	0	6.97385	radar
8.83534	0.976888	5.16862	0.109067	0.0802776	8.74615	1.04858	8.85775	1.10473	5.13507	0.179942	0.221599	5.05216	0.919037	0.767149	0	laser
9.12726	1.01455	5.23914	0.115953	0.0831664	9.8809	1.1419	9.1101	1.15208	5.13132	0.191022	0.227907	5.03798	0.974245	0	6.79932	radar
9.36626	1.04853	5.206	0.122373	0.085855	9.25579	1.04913	9.36172	1.20223	5.12748	0.202417	0.234179	5.0228	1.03082	0.644577	0	laser
9.64766	1.11874	5.27371	0.142608	0.103202	10.1016	1.52474	9.61255	1.25524	5.12357	0.214126	0.240414	5.00656	1.08873	0	4.47217	radar
9.92574	1.24427	5.31642	0.185375	0.144103	10.0484	1.44598	9.86254	1.31118	5.11958	0.226147	0.246611	4.98922	1.14794	3.35601	0	laser
10.1721	1.32797	5.165	0.209069	0.16288	10.5377	1.72555	10.1117	1.37011	5.11551	0.238478	0.252769	4.97074	1.20841	0	5.05804	radar
10.3952	1.4092	5.1251	0.230188	0.177254	10.2492	1.45907	10.3598	1.4321	5.11137	0.251116	0.258887	4.95106	1.2701	1.30492	0	laser
10.625	1.4847	4.95518	0.248602	0.188784	10.9084	1.70343	10.6069	1.49721	5.10717	0.26406	0.264964	4.93014	1.33298	0	3.44494	radar
10.8452	1.52064	4.91583	0.248333	0.178497	10.7313	1.45265	10.853	1.56549	5.10289	0.277309	0.271	4.90794	1.39701	0.959275	0	laser
11.1137	1.57161	5.02706	0.249909	0.169812	11.4783	1.42876	11.0979	1.637	5.09855	0.290859	0.276993	4.8844	1.46213	0	2.17938	radar
11.3936	1.62436	5.08159	0.251297	0.161799	11.587	1.61462	11.3416	1.71179	5.09414	0.304708	0.282942	4.85948	1.52832	1.98807	0	laser
11.6237	1.67834	5.00861	0.256863	0.159454	11.4763	1.53917	11.584	1.78992	5.08968	0.318855	0.288846	4.83313	1.59551	0	0.653832	radar
11.8515	1.74552	4.98791	0.267056	0.161959	11.7788	1.74591	11.8251	1.87144	5.08516	0.333298	0.294705	4.80531	1.66366	0.279891	0	laser
12.1107	1.83406	5.11513	0.281593	0.168217	12.136	2.14937	12.0647	1.95639	5.08058	0.348033	0.300517	4.77598	1.73273	0	1.59983	radar
12.3531	1.86981	5.09488	0.27518	0.152077	12.3226	1.78353	12.3029	2.04482	5.07596	0.363059	0.306282	4.74508	1.80265	0.515089	0	laser
12.6106	1.93306	5.18412	0.277895	0.14606	12.5457	1.77728	12.5394	2.13677	5.07128	0.378373	0.311998	4.71257	1.87338	0	0.758887	radar
12.8128	2.06302	5.13848	0.313525	0.177186	12.5924	2.17509	12.7743	2.23227	5.06656	0.393973	0.317665	4.67842	1.94485	3.46045	0	laser
13.0831	2.17174	5.29163	0.330108	0.184413	13.2198	2.6644	13.0075	2.33137	5.0618	0.409856	0.323282	4.64258	2.01701	0	2.98455	radar
13.2897	2.31062	5.25182	0.365031	0.212686	13.0875	2.40708	13.2388	2.43409	5.057	0.42602	0.328848	4.605	2.08981	2.84086	0	laser
13.4665	2.44167	5.0092	0.400778	0.243109	12.7087	3.12439	13.4682	2.54047	5.05217	0.442462	0.334362	4.56565	2.16317	0	11.4438	radar
13.7165	2.56302	5.0533	0.419715	0.250428	13.836	2.62479	13.6955	2.65053	5.0473	0.459181	0.339823	4.52448	2.23703	0.972833	0	laser
13.9365	2.67033	5.01687	0.43517	0.254126	13.8302	2.73893	13.9208	2.7643	5.0424	0.476172	0.34523	4.48147	2.31134	0	0.204619	radar
14.1659	2.8271	5.05476	0.467483	0.275423	14.2106	2.94205	14.1439	2.88179	5.03748	0.493433	0.350583	4.43656	2.38601	0.935173	0	laser
14.4178	2.94118	5.1919	0.474471	0.26576	14.5568	2.87021	14.3646	3.00303	5.03253	0.510962	0.355881	4.38974	2.46099	0	1.26072	radar
14.6222	3.01904	5.12251	0.474498	0.251469	14.4616	2.90734	14.583	3.12802	5.02756	0.528756	0.361122	4.34097	2.5362	2.09162	0	laser
14.8558	3.17341	5.22262	0.498747	0.262857	14.6754	3.96041	14.7989	3.25679	5.02257	0.546812	0.366307	4.29021	2.61157	0	3.67811	radar
